,workclass,marital-status,occupation,relationship,race,gender,native-country,age,educational-num,capital-gain,capital-loss,hours-per-week,target
19218,4.0,4.0,3.0,1.0,4.0,1.0,39.0,31,13,0,0,40,0
9533,4.0,4.0,14.0,2.0,4.0,1.0,39.0,29,9,0,0,50,0
2597,4.0,0.0,1.0,4.0,4.0,0.0,39.0,36,10,0,0,40,0
36787,4.0,2.0,3.0,0.0,1.0,1.0,39.0,60,9,0,0,40,0
13429,2.0,2.0,10.0,0.0,4.0,1.0,39.0,47,14,0,0,50,0
15047,4.0,2.0,4.0,0.0,4.0,1.0,39.0,55,13,15024,0,55,1
15805,4.0,2.0,3.0,0.0,4.0,1.0,39.0,33,9,0,0,40,0
10894,6.0,2.0,3.0,0.0,4.0,1.0,39.0,26,9,0,0,50,0
8110,4.0,4.0,3.0,4.0,4.0,1.0,39.0,23,9,0,0,40,0
28737,4.0,4.0,4.0,3.0,4.0,0.0,39.0,20,10,0,0,16,0
16502,4.0,2.0,4.0,0.0,4.0,1.0,39.0,35,13,0,0,60,1
7979,4.0,0.0,12.0,1.0,4.0,1.0,39.0,59,10,0,0,56,0
33434,4.0,2.0,7.0,0.0,4.0,1.0,39.0,24,9,0,0,50,0
4992,4.0,0.0,1.0,1.0,4.0,1.0,39.0,43,10,0,0,48,0
22508,2.0,2.0,1.0,0.0,4.0,1.0,39.0,26,13,0,0,41,0
77,5.0,4.0,12.0,1.0,4.0,1.0,39.0,28,11,0,0,60,0
29518,0.0,2.0,0.0,0.0,4.0,1.0,39.0,45,9,0,0,12,0
33557,4.0,2.0,4.0,0.0,4.0,1.0,39.0,37,9,4386,0,45,1
23303,4.0,2.0,7.0,0.0,4.0,1.0,39.0,46,10,0,1628,40,0
25823,4.0,2.0,10.0,5.0,4.0,0.0,39.0,31,10,3908,0,40,0
4719,2.0,2.0,10.0,0.0,4.0,1.0,39.0,30,14,0,0,45,0
27675,4.0,2.0,14.0,0.0,4.0,1.0,39.0,56,9,0,0,40,0
26253,4.0,2.0,4.0,0.0,4.0,1.0,39.0,47,10,0,0,40,0
12906,1.0,2.0,1.0,0.0,4.0,1.0,39.0,72,9,0,0,40,1
26326,4.0,0.0,1.0,1.0,4.0,0.0,39.0,53,10,0,0,35,0
2487,2.0,4.0,11.0,3.0,4.0,1.0,39.0,24,10,0,0,40,0
20633,4.0,0.0,7.0,4.0,4.0,0.0,39.0,39,9,0,0,40,0
15774,4.0,2.0,3.0,0.0,4.0,1.0,39.0,56,5,0,0,40,0
26076,4.0,4.0,1.0,3.0,4.0,1.0,39.0,25,13,0,0,40,0
29939,6.0,2.0,10.0,0.0,4.0,1.0,5.0,42,15,0,0,40,1
259,4.0,2.0,12.0,0.0,4.0,1.0,39.0,31,13,0,0,60,0
16109,5.0,4.0,10.0,4.0,4.0,0.0,39.0,43,9,0,0,35,0
28146,4.0,4.0,8.0,2.0,2.0,0.0,39.0,18,7,0,0,24,0
27116,4.0,4.0,6.0,3.0,2.0,0.0,39.0,24,9,0,0,40,0
31529,4.0,4.0,1.0,1.0,4.0,0.0,39.0,27,10,0,0,40,0
35072,4.0,4.0,8.0,3.0,4.0,1.0,39.0,20,9,0,0,30,0
30372,4.0,2.0,10.0,0.0,4.0,1.0,39.0,36,13,0,0,55,1
17542,4.0,0.0,7.0,1.0,4.0,1.0,39.0,35,10,0,0,40,0
25676,4.0,0.0,7.0,1.0,4.0,0.0,39.0,46,9,0,0,38,0
5326,6.0,2.0,14.0,0.0,2.0,1.0,39.0,45,5,0,0,40,0
32543,1.0,2.0,1.0,0.0,4.0,1.0,39.0,34,14,0,0,50,1
22254,0.0,4.0,0.0,4.0,4.0,0.0,39.0,28,10,0,0,40,0
27643,4.0,4.0,10.0,1.0,4.0,1.0,39.0,59,16,0,0,50,0
1537,6.0,2.0,7.0,0.0,4.0,1.0,39.0,32,9,0,0,40,0
2194,4.0,4.0,6.0,1.0,4.0,1.0,39.0,24,9,0,0,40,0
25008,4.0,4.0,1.0,3.0,4.0,0.0,39.0,43,11,0,0,55,0
34014,4.0,2.0,13.0,0.0,4.0,1.0,39.0,46,14,0,1977,40,1
5184,4.0,2.0,6.0,0.0,2.0,1.0,39.0,46,6,0,0,45,0
19575,4.0,0.0,4.0,1.0,4.0,0.0,22.0,54,10,0,0,40,0
11876,4.0,4.0,8.0,3.0,4.0,1.0,39.0,31,5,0,0,40,0
3176,4.0,2.0,14.0,0.0,4.0,1.0,39.0,59,9,0,0,35,1
554,4.0,2.0,4.0,0.0,4.0,1.0,39.0,25,13,0,0,43,0
19614,4.0,2.0,10.0,0.0,4.0,1.0,39.0,24,13,0,0,40,0
3503,6.0,2.0,14.0,0.0,4.0,1.0,39.0,42,9,0,0,40,0
2914,4.0,2.0,12.0,0.0,4.0,1.0,39.0,32,10,0,0,40,1
10279,4.0,4.0,8.0,2.0,2.0,1.0,39.0,18,7,0,0,15,0
13523,4.0,2.0,10.0,0.0,4.0,1.0,4.0,49,13,0,0,40,0
34842,4.0,4.0,12.0,1.0,4.0,1.0,39.0,34,10,0,0,65,0
10914,4.0,2.0,4.0,0.0,4.0,1.0,39.0,54,13,0,0,40,0
31597,0.0,2.0,0.0,0.0,4.0,1.0,39.0,66,7,0,0,32,0
23172,4.0,2.0,14.0,0.0,4.0,1.0,39.0,26,9,0,0,44,0
2426,5.0,2.0,12.0,0.0,4.0,1.0,39.0,49,13,0,0,50,1
6436,4.0,4.0,8.0,4.0,2.0,0.0,39.0,43,9,0,0,24,0
15131,7.0,0.0,1.0,1.0,4.0,0.0,39.0,51,9,0,0,38,0
23399,4.0,5.0,4.0,1.0,4.0,1.0,39.0,38,13,27828,0,45,1
27240,4.0,4.0,8.0,1.0,4.0,1.0,39.0,31,9,0,0,50,0
36060,7.0,2.0,10.0,0.0,4.0,1.0,39.0,50,16,15024,0,40,1
21953,4.0,4.0,12.0,1.0,4.0,1.0,39.0,54,9,0,0,40,0
20320,4.0,4.0,8.0,1.0,4.0,1.0,21.0,30,9,0,0,40,0
37779,4.0,4.0,6.0,3.0,4.0,1.0,39.0,17,7,0,0,25,0
36938,6.0,3.0,10.0,1.0,4.0,1.0,39.0,74,16,0,0,25,1
5615,4.0,2.0,4.0,0.0,4.0,1.0,39.0,38,14,15024,0,45,1
17066,4.0,4.0,12.0,1.0,4.0,0.0,39.0,21,12,0,0,35,0
16961,4.0,4.0,12.0,3.0,4.0,0.0,39.0,19,10,0,0,30,0
29857,0.0,0.0,0.0,1.0,4.0,1.0,4.0,34,6,0,0,40,0
17207,6.0,0.0,12.0,4.0,4.0,0.0,39.0,43,10,0,880,42,0
5135,4.0,4.0,12.0,2.0,4.0,0.0,39.0,30,13,0,0,40,0
34055,6.0,2.0,4.0,0.0,4.0,1.0,39.0,42,10,0,0,55,1
33831,4.0,2.0,3.0,0.0,4.0,1.0,39.0,26,9,0,0,48,0
4805,4.0,2.0,4.0,0.0,4.0,1.0,39.0,52,9,0,0,55,1
22732,4.0,4.0,4.0,1.0,4.0,0.0,39.0,26,9,0,0,40,0
5031,4.0,2.0,12.0,0.0,4.0,1.0,39.0,31,13,0,0,40,1
17549,4.0,6.0,9.0,1.0,2.0,0.0,39.0,69,2,0,0,4,0
9744,1.0,0.0,1.0,2.0,4.0,0.0,33.0,42,10,0,0,40,0
15942,4.0,2.0,3.0,0.0,4.0,1.0,39.0,38,12,4386,0,40,1
25776,0.0,0.0,0.0,4.0,4.0,0.0,39.0,36,9,0,0,28,0
2492,4.0,4.0,6.0,3.0,4.0,1.0,39.0,25,13,0,0,40,0
35644,4.0,4.0,8.0,1.0,4.0,0.0,39.0,20,10,0,0,20,0
6849,6.0,2.0,10.0,0.0,4.0,1.0,39.0,46,15,0,1902,45,1
17836,4.0,0.0,10.0,4.0,4.0,0.0,39.0,45,13,0,0,48,1
14358,4.0,0.0,1.0,4.0,4.0,0.0,39.0,26,10,0,0,18,0
38355,4.0,0.0,13.0,1.0,4.0,0.0,39.0,60,10,6849,0,50,0
19327,4.0,2.0,4.0,0.0,4.0,1.0,39.0,22,10,0,0,55,0
2938,2.0,2.0,8.0,0.0,4.0,1.0,39.0,31,13,0,0,38,1
9910,1.0,4.0,8.0,4.0,2.0,0.0,39.0,52,8,0,0,40,0
15200,4.0,4.0,12.0,3.0,2.0,0.0,39.0,17,9,0,0,16,0
32213,5.0,2.0,12.0,0.0,4.0,1.0,0.0,25,9,0,0,60,0
7,4.0,2.0,12.0,0.0,4.0,1.0,39.0,33,11,0,0,36,0
29313,4.0,4.0,8.0,1.0,2.0,1.0,39.0,22,9,0,0,70,0
18492,4.0,0.0,8.0,4.0,4.0,0.0,39.0,44,9,0,0,40,0
28212,4.0,0.0,4.0,1.0,4.0,1.0,39.0,42,10,0,1408,40,0
13925,4.0,4.0,13.0,3.0,4.0,1.0,39.0,26,11,0,0,40,0
79,2.0,4.0,10.0,3.0,4.0,0.0,39.0,18,14,0,0,60,0
16397,4.0,4.0,10.0,3.0,4.0,0.0,39.0,25,14,0,0,60,0
6428,4.0,0.0,10.0,1.0,4.0,0.0,39.0,51,9,0,0,40,0
37848,4.0,2.0,3.0,0.0,4.0,1.0,39.0,25,12,3103,0,45,1
5475,4.0,2.0,12.0,0.0,4.0,1.0,39.0,26,9,5013,0,38,0
34727,4.0,0.0,1.0,4.0,4.0,0.0,39.0,34,10,0,0,40,0
25489,4.0,2.0,3.0,0.0,4.0,1.0,39.0,36,9,7688,0,50,1
19044,4.0,4.0,12.0,1.0,4.0,0.0,39.0,20,10,0,0,25,0
21835,4.0,0.0,1.0,4.0,4.0,1.0,39.0,42,9,0,0,40,0
39053,0.0,4.0,0.0,4.0,4.0,1.0,39.0,32,12,0,0,20,0
32314,1.0,5.0,13.0,4.0,4.0,1.0,39.0,35,13,0,0,40,0
26759,4.0,4.0,12.0,3.0,2.0,1.0,39.0,40,9,0,0,40,0
29943,4.0,2.0,3.0,0.0,4.0,1.0,12.0,58,9,0,0,40,1
22000,4.0,4.0,14.0,2.0,2.0,1.0,39.0,21,9,0,0,40,0
22289,4.0,0.0,3.0,1.0,4.0,1.0,39.0,36,10,0,0,40,0
38790,4.0,4.0,1.0,3.0,2.0,1.0,39.0,28,13,0,0,35,0
16815,4.0,2.0,6.0,0.0,4.0,1.0,39.0,46,7,0,0,45,1
12371,6.0,2.0,3.0,0.0,4.0,1.0,39.0,59,4,0,0,40,0
4235,5.0,2.0,4.0,2.0,4.0,1.0,39.0,43,11,0,0,50,1
11330,5.0,0.0,8.0,1.0,4.0,1.0,2.0,54,9,0,0,40,0
19515,6.0,2.0,12.0,0.0,4.0,1.0,39.0,38,6,0,1887,40,1
18603,7.0,2.0,1.0,0.0,4.0,1.0,39.0,24,12,0,0,30,0
27375,2.0,4.0,10.0,3.0,4.0,1.0,39.0,27,13,0,0,35,0
17117,4.0,4.0,8.0,1.0,4.0,1.0,39.0,24,9,0,0,35,0
17526,4.0,0.0,13.0,4.0,4.0,0.0,39.0,39,13,0,0,40,0
37012,4.0,4.0,3.0,3.0,4.0,1.0,39.0,21,6,0,0,40,0
36850,4.0,4.0,7.0,4.0,4.0,0.0,39.0,28,6,0,0,40,0
30787,7.0,6.0,4.0,1.0,4.0,0.0,39.0,35,12,0,0,40,0
27871,4.0,2.0,3.0,0.0,4.0,1.0,26.0,39,5,4386,0,55,0
4367,4.0,2.0,12.0,0.0,4.0,1.0,39.0,30,9,0,0,40,0
26895,6.0,3.0,3.0,1.0,4.0,1.0,39.0,43,9,0,0,40,0
33925,0.0,4.0,0.0,3.0,4.0,0.0,39.0,19,10,0,0,40,0
10703,4.0,6.0,6.0,2.0,4.0,1.0,27.0,78,2,0,0,20,0
4207,0.0,2.0,0.0,5.0,4.0,0.0,39.0,26,11,0,0,40,0
29105,4.0,0.0,7.0,1.0,4.0,1.0,39.0,31,10,0,0,40,0
32618,4.0,6.0,8.0,4.0,4.0,0.0,39.0,56,6,0,0,40,0
28545,4.0,6.0,7.0,3.0,4.0,0.0,39.0,40,9,0,0,30,0
29696,1.0,4.0,1.0,4.0,4.0,0.0,39.0,39,12,0,0,40,0
21578,6.0,4.0,10.0,1.0,4.0,0.0,39.0,38,14,0,0,48,0
35156,4.0,5.0,3.0,2.0,4.0,1.0,39.0,26,7,2907,0,50,0
17433,4.0,4.0,13.0,1.0,4.0,1.0,39.0,31,13,0,0,37,0
28551,6.0,2.0,4.0,0.0,4.0,1.0,39.0,34,9,0,0,40,0
29997,4.0,5.0,1.0,4.0,4.0,0.0,39.0,45,9,0,0,38,0
8599,4.0,0.0,1.0,2.0,2.0,0.0,39.0,61,9,0,0,35,0
16234,4.0,2.0,4.0,0.0,4.0,1.0,9.0,36,13,15024,0,55,1
18332,4.0,2.0,14.0,0.0,4.0,1.0,39.0,38,9,0,0,40,0
19432,2.0,2.0,4.0,0.0,4.0,1.0,39.0,69,6,0,0,20,0
20019,6.0,2.0,4.0,0.0,4.0,1.0,39.0,50,9,0,1887,40,1
32479,1.0,2.0,4.0,0.0,1.0,1.0,39.0,44,13,0,0,40,1
34891,4.0,4.0,11.0,3.0,2.0,0.0,39.0,22,10,0,0,20,0
9470,4.0,4.0,3.0,3.0,4.0,0.0,39.0,22,9,0,0,40,0
5840,0.0,4.0,0.0,3.0,4.0,1.0,39.0,19,10,0,0,40,0
16717,7.0,4.0,4.0,1.0,4.0,1.0,0.0,29,14,0,0,40,0
5110,4.0,0.0,4.0,1.0,4.0,1.0,39.0,56,13,0,0,45,1
23388,4.0,2.0,4.0,0.0,4.0,1.0,39.0,52,13,0,0,45,1
8638,4.0,2.0,12.0,0.0,4.0,1.0,39.0,42,13,0,0,60,1
7064,4.0,6.0,12.0,2.0,4.0,0.0,39.0,66,9,0,0,8,0
38214,4.0,2.0,6.0,0.0,4.0,1.0,39.0,40,9,0,0,40,0
18849,4.0,4.0,10.0,1.0,4.0,0.0,39.0,23,13,0,0,40,0
34509,2.0,2.0,1.0,5.0,0.0,0.0,39.0,31,10,0,0,40,1
38557,2.0,0.0,10.0,1.0,2.0,0.0,39.0,62,13,0,0,40,0
30747,4.0,4.0,1.0,1.0,4.0,1.0,39.0,45,9,3325,0,40,0
4282,4.0,0.0,11.0,1.0,4.0,1.0,39.0,49,13,0,0,40,0
7432,4.0,4.0,14.0,3.0,4.0,1.0,39.0,23,9,0,0,40,0
22092,4.0,4.0,1.0,1.0,4.0,0.0,39.0,24,9,0,0,40,0
22105,4.0,0.0,12.0,4.0,2.0,0.0,39.0,38,10,0,0,40,0
30620,4.0,0.0,12.0,1.0,4.0,0.0,39.0,30,11,0,0,40,1
21076,4.0,2.0,1.0,0.0,4.0,1.0,39.0,72,9,0,0,30,0
1111,5.0,2.0,4.0,5.0,4.0,0.0,3.0,49,10,0,1977,60,1
21305,4.0,0.0,4.0,4.0,4.0,0.0,39.0,57,11,0,0,50,0
18708,4.0,0.0,7.0,4.0,4.0,0.0,39.0,45,10,0,0,40,0
18959,4.0,4.0,8.0,4.0,4.0,0.0,8.0,37,2,0,0,48,0
38978,4.0,2.0,3.0,0.0,4.0,1.0,39.0,62,10,0,0,45,0
38029,4.0,0.0,7.0,4.0,4.0,0.0,39.0,30,10,0,0,20,0
188,7.0,4.0,1.0,3.0,4.0,0.0,39.0,21,10,0,0,35,0
21310,4.0,2.0,4.0,0.0,4.0,1.0,39.0,43,14,0,0,50,1
36884,4.0,4.0,14.0,1.0,4.0,1.0,39.0,19,10,0,0,50,0
28481,4.0,0.0,7.0,4.0,4.0,1.0,39.0,40,9,0,0,40,0
38038,4.0,4.0,13.0,1.0,4.0,0.0,39.0,24,13,0,0,20,0
33078,4.0,2.0,1.0,5.0,2.0,0.0,39.0,42,12,0,0,40,1
5514,4.0,2.0,1.0,0.0,4.0,1.0,39.0,58,9,0,0,45,1
34314,4.0,4.0,12.0,2.0,4.0,0.0,39.0,20,10,0,0,40,0
12775,4.0,2.0,3.0,0.0,4.0,1.0,39.0,38,9,0,0,40,0
8774,4.0,2.0,7.0,0.0,4.0,1.0,39.0,36,4,0,0,40,0
5426,6.0,2.0,8.0,5.0,4.0,0.0,39.0,57,9,15024,0,40,1
11423,4.0,0.0,10.0,1.0,4.0,1.0,39.0,43,10,0,0,40,0
2588,4.0,2.0,10.0,0.0,4.0,1.0,39.0,61,9,0,0,30,0
7305,5.0,2.0,4.0,0.0,2.0,1.0,39.0,56,5,0,0,40,0
8178,0.0,4.0,0.0,3.0,2.0,1.0,39.0,22,9,0,1602,30,0
15757,4.0,2.0,4.0,0.0,4.0,1.0,39.0,26,10,0,0,60,0
26024,4.0,0.0,1.0,4.0,4.0,0.0,39.0,53,10,1471,0,40,0
39016,4.0,2.0,7.0,0.0,4.0,1.0,39.0,62,6,0,0,40,0
8718,6.0,3.0,4.0,1.0,4.0,1.0,39.0,31,13,0,1980,60,0
21486,4.0,2.0,6.0,0.0,4.0,1.0,39.0,39,9,0,0,40,0
31976,1.0,2.0,4.0,0.0,4.0,1.0,39.0,54,13,0,0,40,1
35243,2.0,2.0,11.0,0.0,2.0,1.0,39.0,31,9,0,0,40,1
8426,2.0,2.0,11.0,0.0,4.0,1.0,39.0,28,10,0,0,40,1
389,4.0,4.0,1.0,1.0,4.0,1.0,39.0,37,9,0,0,42,0
31659,6.0,4.0,8.0,3.0,4.0,0.0,39.0,34,6,0,0,40,0
31987,4.0,2.0,14.0,0.0,4.0,1.0,39.0,33,11,0,0,84,1
5585,4.0,2.0,10.0,0.0,4.0,1.0,9.0,38,13,0,0,40,1
6103,4.0,2.0,3.0,0.0,0.0,1.0,39.0,47,10,0,0,50,1
37772,4.0,2.0,3.0,0.0,4.0,1.0,39.0,59,9,0,0,40,1
23517,4.0,4.0,4.0,4.0,4.0,0.0,39.0,23,13,0,0,30,0
10390,4.0,0.0,4.0,3.0,4.0,1.0,39.0,28,9,0,0,40,0
35033,4.0,4.0,3.0,4.0,4.0,1.0,39.0,24,7,0,0,40,0
21732,4.0,0.0,14.0,3.0,4.0,1.0,39.0,32,9,0,0,40,0
20022,6.0,2.0,10.0,0.0,4.0,1.0,39.0,44,15,0,0,40,1
2678,4.0,0.0,10.0,1.0,4.0,1.0,39.0,43,11,0,0,48,0
37949,4.0,4.0,3.0,4.0,4.0,1.0,39.0,25,9,0,0,40,0
22487,6.0,0.0,4.0,4.0,4.0,0.0,39.0,34,9,0,2472,35,1
6410,4.0,2.0,12.0,3.0,2.0,1.0,39.0,27,7,0,0,35,0
5253,4.0,4.0,1.0,1.0,4.0,0.0,39.0,19,9,0,0,40,0
13246,4.0,2.0,12.0,0.0,4.0,1.0,39.0,30,11,4064,0,40,0
23310,4.0,2.0,10.0,0.0,4.0,1.0,39.0,28,13,0,0,55,0
16533,0.0,6.0,0.0,4.0,2.0,0.0,39.0,61,7,0,0,9,0
18161,4.0,5.0,8.0,4.0,4.0,0.0,39.0,31,6,0,0,40,0
1199,4.0,4.0,6.0,3.0,4.0,1.0,39.0,20,9,0,0,38,0
37064,4.0,0.0,8.0,1.0,2.0,1.0,39.0,53,9,0,0,40,0
28717,4.0,4.0,10.0,3.0,4.0,0.0,39.0,22,10,2176,0,25,0
14906,6.0,4.0,4.0,1.0,2.0,1.0,39.0,47,14,0,0,25,0
30492,2.0,2.0,5.0,0.0,4.0,1.0,39.0,38,10,0,0,40,0
14660,4.0,6.0,1.0,1.0,4.0,1.0,39.0,60,11,0,0,40,0
19424,4.0,2.0,14.0,0.0,4.0,1.0,39.0,51,5,0,0,40,0
34778,2.0,2.0,8.0,0.0,1.0,1.0,30.0,60,10,0,0,60,0
30893,7.0,4.0,4.0,1.0,4.0,0.0,39.0,50,13,0,0,40,0
28585,4.0,4.0,7.0,3.0,4.0,1.0,39.0,24,11,0,0,35,0
11832,4.0,4.0,11.0,1.0,4.0,1.0,39.0,25,10,0,0,60,0
34243,4.0,6.0,1.0,1.0,4.0,0.0,39.0,64,9,0,0,30,0
18391,4.0,0.0,10.0,1.0,4.0,0.0,39.0,38,11,14344,0,40,1
36112,4.0,4.0,6.0,3.0,2.0,0.0,39.0,18,10,0,1602,35,0
38615,4.0,4.0,8.0,1.0,4.0,1.0,39.0,21,9,0,0,35,0
31130,4.0,4.0,1.0,3.0,1.0,0.0,39.0,17,7,0,0,24,0
4775,2.0,2.0,11.0,0.0,4.0,1.0,39.0,46,9,7688,0,96,1
7220,4.0,2.0,12.0,5.0,4.0,0.0,39.0,23,9,0,0,40,0
12469,5.0,2.0,4.0,0.0,4.0,1.0,39.0,32,9,0,0,45,0
17913,6.0,2.0,12.0,0.0,4.0,1.0,39.0,46,13,0,0,50,1
1363,4.0,4.0,14.0,3.0,4.0,1.0,2.0,58,9,0,0,40,0
32175,4.0,2.0,7.0,2.0,4.0,1.0,39.0,19,9,0,0,20,0
19280,1.0,2.0,3.0,0.0,4.0,1.0,39.0,54,10,0,0,40,1
5718,4.0,4.0,12.0,3.0,4.0,0.0,39.0,18,7,0,0,20,0
7446,4.0,5.0,1.0,3.0,4.0,0.0,39.0,31,10,0,0,40,0
37179,4.0,2.0,12.0,0.0,4.0,1.0,39.0,35,7,0,0,65,0
26537,4.0,2.0,1.0,0.0,4.0,1.0,39.0,48,13,0,0,35,1
21499,4.0,4.0,8.0,3.0,2.0,1.0,28.0,21,10,0,0,40,0
5479,4.0,2.0,5.0,0.0,4.0,1.0,39.0,25,9,0,0,50,0
11785,0.0,0.0,0.0,4.0,4.0,0.0,5.0,40,5,0,0,5,0
7250,4.0,4.0,1.0,3.0,4.0,1.0,39.0,36,9,0,0,65,0
37054,4.0,2.0,12.0,0.0,4.0,1.0,39.0,27,13,0,0,45,0
35502,6.0,2.0,10.0,0.0,4.0,1.0,39.0,50,15,99999,0,80,1
25796,4.0,2.0,1.0,5.0,4.0,0.0,6.0,40,10,0,0,40,0
19270,4.0,2.0,10.0,5.0,4.0,0.0,39.0,40,16,0,0,30,1
17451,0.0,5.0,0.0,4.0,4.0,1.0,39.0,42,9,0,0,40,0
25524,6.0,2.0,5.0,0.0,4.0,1.0,39.0,79,9,0,0,40,0
15447,6.0,6.0,5.0,1.0,4.0,1.0,39.0,88,4,0,0,5,0
16865,4.0,4.0,3.0,4.0,4.0,1.0,39.0,36,9,1506,0,40,0
12089,4.0,2.0,12.0,0.0,4.0,1.0,39.0,27,11,0,0,35,0
12945,5.0,2.0,4.0,0.0,4.0,1.0,39.0,44,13,7688,0,52,1
832,4.0,5.0,7.0,1.0,4.0,1.0,39.0,30,10,0,0,40,0
22397,5.0,2.0,10.0,0.0,4.0,1.0,39.0,59,15,0,0,40,1
29263,4.0,4.0,8.0,3.0,4.0,0.0,39.0,19,10,0,0,20,0
23672,4.0,4.0,12.0,3.0,4.0,1.0,39.0,18,8,0,0,24,0
37354,4.0,4.0,3.0,3.0,4.0,1.0,39.0,22,10,0,0,40,0
33321,4.0,2.0,12.0,5.0,4.0,0.0,39.0,46,4,0,0,30,0
10599,4.0,4.0,1.0,1.0,4.0,1.0,39.0,26,13,0,0,40,0
17231,5.0,2.0,7.0,0.0,4.0,1.0,11.0,50,10,0,0,70,0
22540,4.0,2.0,14.0,0.0,4.0,1.0,39.0,47,4,0,2051,40,0
38230,4.0,2.0,4.0,0.0,4.0,1.0,39.0,51,13,0,0,45,1
27574,4.0,4.0,3.0,4.0,4.0,1.0,31.0,29,10,0,0,40,0
4443,4.0,4.0,12.0,1.0,4.0,0.0,39.0,68,9,0,0,30,0
16080,0.0,2.0,0.0,0.0,4.0,1.0,39.0,61,14,0,0,2,1
15264,7.0,4.0,4.0,1.0,4.0,1.0,39.0,70,13,0,0,40,0
10349,1.0,2.0,3.0,0.0,4.0,1.0,39.0,35,9,0,0,40,1
30702,4.0,2.0,4.0,0.0,4.0,1.0,39.0,50,10,0,0,60,1
3650,2.0,4.0,10.0,1.0,4.0,0.0,39.0,28,14,0,0,40,0
36648,4.0,2.0,3.0,0.0,1.0,1.0,30.0,57,15,0,1902,40,1
14010,7.0,4.0,1.0,1.0,2.0,0.0,39.0,24,13,0,0,20,0
27930,4.0,2.0,3.0,0.0,4.0,1.0,39.0,31,10,0,0,40,0
7836,4.0,4.0,7.0,3.0,4.0,1.0,39.0,32,9,0,0,40,0
8543,0.0,0.0,0.0,4.0,4.0,0.0,39.0,69,12,0,0,1,0
16215,4.0,2.0,3.0,0.0,4.0,1.0,39.0,41,13,3103,0,40,1
26884,4.0,2.0,11.0,0.0,4.0,1.0,39.0,60,10,0,0,16,1
6381,4.0,4.0,6.0,1.0,4.0,1.0,39.0,71,9,0,0,17,0
6320,4.0,0.0,1.0,4.0,4.0,0.0,39.0,40,9,0,0,30,0
28351,4.0,4.0,7.0,2.0,4.0,1.0,39.0,19,8,0,0,40,0
8031,0.0,4.0,0.0,3.0,4.0,0.0,39.0,18,9,0,0,35,0
36714,4.0,4.0,1.0,3.0,4.0,1.0,39.0,19,10,0,0,30,0
33012,7.0,4.0,10.0,1.0,4.0,0.0,39.0,29,15,4787,0,40,1
1177,4.0,5.0,4.0,4.0,4.0,0.0,39.0,55,10,0,0,10,0
31844,4.0,4.0,10.0,4.0,4.0,0.0,39.0,53,16,0,1408,40,0
17499,2.0,0.0,1.0,1.0,4.0,0.0,39.0,65,10,2964,0,35,0
4939,2.0,4.0,1.0,1.0,4.0,0.0,39.0,22,10,0,0,55,0
7680,4.0,2.0,7.0,0.0,4.0,1.0,39.0,33,9,0,1848,48,1
18771,4.0,2.0,4.0,5.0,4.0,1.0,39.0,29,13,0,0,40,1
9724,4.0,4.0,3.0,3.0,2.0,1.0,39.0,21,9,0,0,40,0
2522,4.0,4.0,10.0,1.0,4.0,0.0,39.0,31,15,0,0,99,0
31762,1.0,2.0,1.0,0.0,4.0,1.0,39.0,46,11,5178,0,40,1
30718,4.0,0.0,4.0,1.0,4.0,0.0,39.0,43,13,0,0,40,0
8730,4.0,4.0,3.0,4.0,2.0,1.0,39.0,27,7,0,0,47,0
20132,6.0,2.0,10.0,3.0,4.0,0.0,39.0,42,10,0,0,25,0
4021,2.0,2.0,1.0,5.0,0.0,0.0,39.0,38,10,5013,0,40,0
35232,4.0,2.0,3.0,0.0,4.0,1.0,39.0,41,9,0,0,45,0
10160,4.0,4.0,13.0,1.0,4.0,0.0,39.0,26,13,0,0,40,0
11750,4.0,4.0,1.0,3.0,4.0,0.0,39.0,39,10,2174,0,45,0
28592,4.0,4.0,10.0,3.0,4.0,0.0,39.0,24,11,0,0,40,0
400,4.0,0.0,1.0,4.0,4.0,0.0,39.0,40,12,0,0,40,0
22030,4.0,0.0,8.0,1.0,4.0,1.0,39.0,38,10,0,0,40,0
24185,1.0,0.0,8.0,1.0,2.0,0.0,39.0,60,5,0,0,40,0
8169,5.0,2.0,10.0,0.0,4.0,1.0,39.0,48,15,0,0,60,1
5955,4.0,4.0,8.0,3.0,4.0,0.0,39.0,41,13,0,0,40,0
19299,4.0,4.0,3.0,4.0,4.0,1.0,39.0,23,7,0,0,30,0
18717,7.0,2.0,10.0,2.0,3.0,0.0,39.0,39,14,7688,0,38,1
2722,0.0,0.0,0.0,1.0,4.0,1.0,39.0,48,3,0,0,99,0
35972,4.0,2.0,12.0,0.0,4.0,1.0,39.0,32,13,0,0,50,1
15038,4.0,0.0,8.0,4.0,4.0,0.0,39.0,49,9,0,0,35,0
1313,6.0,6.0,12.0,1.0,4.0,1.0,39.0,75,14,0,0,45,0
7284,4.0,2.0,3.0,0.0,4.0,1.0,39.0,61,9,0,0,40,1
36675,4.0,2.0,4.0,0.0,2.0,1.0,0.0,38,14,0,0,40,0
4726,4.0,2.0,11.0,0.0,2.0,1.0,39.0,53,9,0,0,40,1
23708,6.0,2.0,5.0,0.0,4.0,1.0,39.0,56,9,0,0,45,0
8205,4.0,4.0,4.0,1.0,1.0,1.0,30.0,46,13,0,0,40,0
